m,x,b,y
-16,-51,-8,808
-81,32,-8,-2600
34,19,85,731
-40,72,93,-2787
-30,14,70,-350
91,-7,-42,-679
-96,-97,-89,9223
-8,-27,-68,148
-48,47,-72,-2328
55,-54,8,-2962
-90,42,56,-3724
-74,-69,91,5197
-95,72,39,-6801
32,-16,-63,-575
100,-36,29,-3571
42,45,58,1948
30,-62,50,-1810
-26,85,59,-2151
63,-43,-96,-2805
-90,-59,-2,5308
-86,-6,67,583
91,-26,93,-2273
-35,47,-88,-1733
15,36,-11,529
-23,-100,-85,2215
18,0,-10,-10
57,21,92,1289
5,-1,-46,-51
-56,-90,88,5128
51,55,24,2829
-100,43,56,-4244
-92,27,11,-2473
95,-64,55,-6025
-67,-38,15,2561
-87,-9,-91,692
27,-46,-68,-1310
87,25,22,2197
87,34,92,3050
100,-96,77,-9523
78,-82,-95,-6491
81,30,-6,2424
52,15,-56,724
42,82,-44,3400
-19,31,63,-526
69,10,13,703
-80,-30,64,2464
-46,76,-39,-3535
-50,-72,-82,3518
83,72,55,6031
18,65,-56,1114
59,-1,-13,-72
-1,-76,-16,60
-32,-55,92,1852
69,9,-71,550
39,86,77,3431
94,-12,52,-1076
-30,85,76,-2474
-74,-27,46,2044
45,-60,-26,-2726
88,5,-26,414
2,-18,-7,-43
-11,11,31,-90
-29,61,-29,-1798
36,-19,66,-618
-4,12,36,-12
12,34,56,464
66,-23,-79,-1597
11,68,22,770
-27,-11,48,345
2,-7,93,79
7,2,66,80
58,75,46,4396
-4,65,69,-191
-43,-47,40,2061
63,41,-64,2519
-49,-29,97,1518
95,85,98,8173
91,-75,43,-6782
0,7,-59,-59
48,-41,49,-1919
-42,52,-30,-2214
-35,-98,45,3475
82,79,71,6549
-5,-78,44,434
-88,32,-79,-2895
-36,-35,34,1294
99,-95,25,-9380
96,-56,52,-5324
-93,44,37,-4055
100,92,62,9262
12,-3,-13,-49
-31,6,44,-142
-17,-19,-93,230
7,-37,-99,-358
-75,7,31,-494
-86,48,71,-4057
55,86,45,4775
-7,56,79,-313
3,1,-55,-52
-81,63,-10,-5113
-80,88,62,-6978
-21,-92,59,1991
85,5,70,495
97,-94,12,-9106
94,-57,-8,-5366
-45,23,66,-969
-14,78,48,-1044
-7,47,61,-268
66,79,-83,5131
72,98,-83,6973
3,-54,9,-153
-4,95,62,-318
6,31,-98,88
-92,-92,-56,8408
-24,-17,-23,385
2,6,4,16
74,-89,95,-6491
-36,7,-67,-319
58,-21,-100,-1318
-40,-39,28,1588
95,51,75,4920
42,23,57,1023
-73,-60,82,4462
44,-77,62,-3326
-91,-16,59,1515
36,-22,87,-705
-9,54,-5,-491
5,12,11,71
31,-99,60,-3009
73,69,-65,4972
49,79,5,3876
30,-81,48,-2382
5,21,59,164
53,-34,-48,-1850
1,72,25,97
-18,-89,43,1645
-62,77,89,-4685
-2,4,80,72
-58,73,30,-4204
40,28,22,1142
-49,-44,72,2228
69,-22,-29,-1547
74,7,85,603
-31,68,44,-2064
34,-58,17,-1955
4,-55,-77,-297
-72,-58,85,4261
-43,-67,-44,2837
78,62,38,4874
32,-12,-83,-467
-59,85,-19,-5034
53,-30,57,-1533
31,-45,74,-1321
-54,75,-100,-4150
80,11,39,919
32,-15,-37,-517
42,-97,-19,-4093
-42,2,-18,-102
-71,22,19,-1543
-86,-45,63,3933
-15,-1,57,72
-20,63,-4,-1264
-35,-38,-22,1308
-75,100,3,-7497
84,-5,-98,-518
81,3,2,245
24,-63,-25,-1537
27,63,-44,1657
49,91,40,4499
-91,-52,-7,4725
23,-91,45,-2048
82,-12,-17,-1001
-9,-78,87,789
-35,12,-31,-451
-4,6,-12,-36
-72,14,50,-958
-29,-35,58,1073
49,64,-84,3052
40,-12,91,-389
4,51,31,235
-47,-33,38,1589
57,13,-27,714
-41,-5,-14,191
20,-45,33,-867
-10,-36,14,374
-63,14,-84,-966
-45,-53,39,2424
39,97,56,3839
-21,38,25,-773
-79,62,-99,-4997
-87,51,54,-4383
-87,17,6,-1473
1,-62,-59,-121
26,-64,-67,-1731
30,95,-54,2796
33,-15,65,-430
32,75,22,2422
40,12,86,566
59,83,15,4912
19,21,-38,361
37,-19,-73,-776
5,66,-59,271
50,15,23,773
5,-27,92,-43
97,-76,-55,-7427
76,11,70,906
74,47,-83,3395
71,-63,22,-4451
-51,-65,-47,3268
-85,-76,55,6515
-49,71,10,-3469
86,95,-11,8159
-92,43,16,-3940
33,-6,17,-181
-9,34,73,-233
22,-38,68,-768
38,-43,-22,-1656
30,35,33,1083
93,15,-62,1333
-88,-27,-18,2358
26,68,-10,1758
-16,23,61,-307
96,-70,99,-6621
-53,18,-59,-1013
54,-91,-25,-4939
61,92,24,5636
-89,-6,57,591
12,70,-23,817
-82,-12,-83,901
-77,15,-11,-1166
53,-90,-62,-4832
-95,80,88,-7512
-5,69,-8,-353
23,65,79,1574
-15,13,40,-155
-55,-6,31,361
-10,71,90,-620
43,94,30,4072
34,-10,34,-306
-93,-52,84,4920
22,-96,20,-2092
82,59,-59,4779
-62,34,-35,-2143
3,-21,73,10
-32,12,-99,-483
20,-4,-36,-116
62,68,76,4292
4,36,7,151
-12,1,72,60
-68,-86,10,5858
72,-82,-50,-5954
-30,22,53,-607
-32,-40,-23,1257
52,-34,-86,-1854
-38,65,6,-2464
-97,-13,33,1294
-27,-31,-35,802
11,75,1,826
66,-77,65,-5017
71,-92,11,-6521
10,-30,-59,-359
-14,-16,85,309
99,-97,-13,-9616
-50,56,58,-2742
-18,-40,7,727
-26,-67,-69,1673
57,-55,83,-3052
74,53,23,3945
-17,86,-69,-1531
-39,32,-47,-1295
-26,-69,97,1891
79,-89,100,-6931
-52,-19,-65,923
-1,66,42,-24
66,64,75,4299
99,-56,81,-5463
93,-86,-60,-8058
79,-96,0,-7584
40,-32,-14,-1294
-72,51,-44,-3716
57,8,70,526
76,-33,25,-2483
-44,82,-75,-3683
69,94,-58,6428
43,4,-62,110
94,-33,20,-3082
74,76,-26,5598
-75,-86,-91,6359
64,6,-9,375
65,63,10,4105
8,-65,-3,-523
26,-37,0,-962
31,13,-19,384
8,38,-67,237
61,-5,62,-243
-43,42,-88,-1894
-85,28,52,-2328
64,25,-93,1507
-99,47,-71,-4724
90,31,-37,2753
78,-43,23,-3331
-46,52,3,-2389
-69,30,-93,-2163
-3,55,-42,-207
-8,47,21,-355
52,99,80,5228
-85,8,90,-590
84,-97,-5,-8153
-83,62,66,-5080
61,-30,-14,-1844
69,-80,-33,-5553
88,-74,38,-6474
-49,11,51,-488
67,53,18,3569
-54,-66,-61,3503
-64,30,-44,-1964
24,-43,-85,-1117
5,3,-89,-74
-31,35,3,-1082
86,-98,24,-8404
72,-74,-69,-5397
67,84,18,5646
-97,62,46,-5968
96,33,-35,3133
-11,76,39,-797
-52,74,-64,-3912
-68,-11,13,761
-49,-94,-32,4574
-99,59,-55,-5896
19,24,37,493
-52,46,-100,-2492
27,73,-95,1876
92,-20,40,-1800
-48,85,-46,-4126
72,-49,51,-3477
-12,85,-68,-1088
-89,-22,43,2001
95,24,-95,2185
64,31,29,2013
-21,-52,-98,994
-70,-38,-31,2629
-62,91,-85,-5727
-44,-4,31,207
74,-61,13,-4501
92,80,-5,7355
88,-11,-96,-1064
23,91,88,2181
-5,40,-27,-227
-32,-65,-29,2051
16,-88,-22,-1430
-85,-25,-89,2036
-51,47,-61,-2458
-28,-12,85,421
100,-52,89,-5111
-61,-30,5,1835
-38,9,-26,-368
-69,18,-56,-1298
57,11,-12,615
86,73,-59,6219
22,59,-93,1205
-53,-95,-34,5001
-63,17,-36,-1107
97,47,-91,4468
33,-83,51,-2688
-63,6,51,-327
-35,-16,5,565
-100,-25,-31,2469
-42,-77,97,3331
-64,56,-61,-3645
-26,-99,-19,2555
-9,-11,87,186
92,79,93,7361
34,81,45,2799
28,-99,20,-2752
-55,-68,-44,3696
-29,62,78,-1720
45,63,84,2919
40,-11,48,-392
97,-67,-76,-6575
51,-69,-18,-3537
-85,-52,98,4518
-16,22,28,-324
-70,52,16,-3624
-16,-65,31,1071
63,-100,51,-6249
-48,-4,-24,168
98,74,-61,7191
-81,-86,-41,6925
-43,-92,26,3982
-47,57,-6,-2685
-31,96,97,-2879
-26,43,79,-1039
89,-23,29,-2018
30,-61,21,-1809
-28,54,-74,-1586
-50,38,-68,-1968
41,4,82,246
-60,-54,98,3338
-5,-42,74,284
-9,-87,-60,723
-57,-31,62,1829
22,59,28,1326
-55,69,35,-3760
25,-87,43,-2132
-15,13,31,-164
64,-16,-42,-1066
-66,-14,24,948
89,-38,-41,-3423
-63,-16,-51,957
77,-30,-78,-2388
76,-7,-71,-603
-26,39,70,-944
-43,97,-82,-4253
5,-71,40,-315
-54,36,43,-1901
-78,49,-52,-3874
-55,-32,-25,1735
52,-51,-69,-2721
87,29,36,2559
-81,-37,35,3032
-61,31,39,-1852
58,42,13,2449
-63,25,-25,-1600
57,80,-79,4481
-50,8,95,-305
-22,-63,49,1435
-90,38,44,-3376
-9,-89,0,801
-30,-47,-5,1405
3,-27,99,18
-24,-40,-43,917
-17,-27,99,558
75,4,-48,252
-50,41,76,-1974
-45,80,60,-3540
-75,91,50,-6775
82,28,-89,2207
-77,9,-48,-741
88,-48,-29,-4253
43,-12,79,-437
26,80,-71,2009
87,-40,62,-3418
41,19,-22,757
-95,-87,-76,8189
-77,100,-19,-7719
96,-45,-86,-4406
13,55,-66,649
-34,-88,-27,2965
-33,-7,45,276
-5,24,-29,-149
-43,20,-55,-915
-42,-9,-71,307
-11,-20,-36,184
10,2,-70,-50
-3,-22,57,123
62,67,18,4172
84,4,-12,324
99,-100,-96,-9996
68,97,15,6611
43,98,13,4227
-75,11,82,-743
-62,-22,0,1364
18,63,-92,1042
-54,-52,-57,2751
100,57,-89,5611
16,74,-35,1149
52,-75,17,-3883
-52,-39,-47,1981
44,-87,8,-3820
62,-97,-37,-6051
-59,27,80,-1513
-99,-43,-15,4242
34,64,30,2206
89,-24,-56,-2192
82,-10,69,-751
66,-24,50,-1534
100,-80,-87,-8087
47,60,92,2912
-5,64,-63,-383
-47,-90,81,4311
99,-7,-56,-749
-65,-68,90,4510
-96,-75,-49,7151
-72,45,-24,-3264
12,66,19,811
-84,58,18,-4854
72,-31,88,-2144
83,-31,-75,-2648
-18,5,71,-19
-3,-3,7,16
-63,31,-3,-1956
-61,-77,5,4702
-61,17,46,-991
80,-69,17,-5503
76,-6,76,-380
96,-71,9,-6807
64,-61,-56,-3960
-8,98,-65,-849
-77,57,73,-4316
14,-39,-98,-644
-64,-54,10,3466
41,-23,11,-932
-7,-53,86,457
-89,-76,83,6847
-49,33,-88,-1705
92,83,72,7708
-6,-68,19,427
-36,23,92,-736
88,-48,27,-4197
73,-13,22,-927
97,-49,53,-4700
25,13,-35,290
87,-2,-38,-212
35,-83,60,-2845
26,-74,-39,-1963
50,-23,-59,-1209
-73,-72,-13,5243
57,-83,46,-4685
32,-90,79,-2801
39,-6,-14,-248
-8,51,-65,-473
69,-99,-48,-6879
-39,35,1,-1364
-89,-97,-76,8557
25,-95,-27,-2402
80,44,32,3552
78,-67,46,-5180
-90,-25,-24,2226
56,-29,-53,-1677
85,79,-27,6688
32,59,-100,1788
-65,-3,-93,102
-38,34,-29,-1321
-99,-54,-40,5306
-93,-93,13,8662
-40,-28,-78,1042
71,-74,-10,-5264
73,94,23,6885
90,-87,69,-7761
-60,-69,31,4171
-14,77,33,-1045
47,44,-5,2063
29,93,81,2778
-22,40,-74,-954
-14,4,54,-2
92,89,-20,8168
52,-60,-95,-3215
-58,-82,-49,4707
65,34,52,2262
-51,75,-93,-3918
1,66,-63,3
78,17,10,1336
59,98,9,5791
58,33,-77,1837
-8,42,-79,-415
85,-90,-68,-7718
-23,-93,-28,2111
78,76,64,5992
18,83,-48,1446
54,81,-69,4305
21,59,4,1243
-2,61,35,-87
74,-79,90,-5756
-90,94,-26,-8486
4,-85,50,-290
10,-83,-29,-859
40,17,62,742
71,37,59,2686
6,27,30,192
-24,-89,62,2198
4,31,93,217
25,75,-93,1782
79,82,-23,6455
-62,4,-7,-255
69,41,-90,2739
32,-11,23,-329
27,23,-94,527
-28,51,-66,-1494
-59,63,-59,-3776
-80,-63,-51,4989
97,23,-9,2222
-57,-9,23,536
-88,-64,57,5689
15,-56,-78,-918
-12,-41,80,572
84,-82,98,-6790
43,22,64,1010
46,-36,96,-1560
-48,-75,-20,3580
-38,52,-35,-2011
-17,-38,84,730
45,72,81,3321
70,27,-77,1813
-87,-30,84,2694
32,57,1,1825
-75,-26,3,1953
-60,-82,92,5012
10,-36,99,-261
17,-82,-88,-1482
-19,34,45,-601
-14,-83,25,1187
84,-63,28,-5264
-12,-39,-52,416
-89,-95,43,8498
60,93,-76,5504
-88,-71,-100,6148
-29,76,-15,-2219
60,-98,76,-5804
-8,-37,31,327
-3,84,63,-189
32,81,-20,2572
-72,54,88,-3800
82,91,26,7488
-56,61,-96,-3512
53,-90,-8,-4778
45,-38,51,-1659
31,7,2,219
-95,-38,-93,3517
20,-37,-43,-783
89,-77,-43,-6896
1,-66,22,-44
-45,24,58,-1022
82,10,-14,806
-57,-47,-46,2633
-83,97,-96,-8147
18,45,24,834
36,5,47,227
43,-76,81,-3187
-6,-85,77,587
87,-16,50,-1342
-79,13,91,-936
14,-27,-70,-448
77,-97,-52,-7521
15,-33,30,-465
64,65,-72,4088
-74,17,-60,-1318
67,9,88,691
-92,53,-90,-4966
-60,-14,12,852
-69,35,-16,-2431
-39,13,-3,-510
71,-45,-75,-3270
62,-70,-16,-4356
49,-91,-96,-4555
91,81,-36,7335
-65,88,71,-5649
69,86,-54,5880
41,-62,19,-2523
78,-54,95,-4117
25,-22,33,-517
24,56,-33,1311
-29,-64,-99,1757
-51,-38,-32,1906
-99,27,-82,-2755
15,-54,-69,-879
-55,-41,-68,2187
-58,-67,75,3961
-95,-37,63,3578
-10,0,81,81
96,-47,-25,-4537
99,68,0,6732
-96,-12,-73,1079
91,-30,39,-2691
60,11,68,728
-98,78,-29,-7673
61,-7,86,-341
43,92,69,4025
30,54,79,1699
-77,80,-83,-6243
2,62,87,211
52,42,98,2282
-77,-100,-2,7698
-98,-17,-70,1596
-20,-45,-84,816
-28,47,47,-1269
94,-7,22,-636
-25,14,4,-346
29,-40,63,-1097
-9,-75,-38,637
-19,35,41,-624
-47,40,-79,-1959
38,-36,95,-1273
-60,49,-81,-3021
90,-99,5,-8905
85,-65,76,-5449
-67,12,-81,-885
-55,24,-54,-1374
-73,-27,100,2071
63,66,-78,4080
95,-98,74,-9236
78,39,36,3078
-88,62,-87,-5543
99,-68,-84,-6816
-29,84,-31,-2467
64,-10,15,-625
50,60,-95,2905
-35,8,96,-184
-2,29,-49,-107
82,88,-42,7174
24,89,-77,2059
45,-60,82,-2618
-34,-23,52,834
68,50,12,3412
-24,-32,48,816
22,53,43,1209
-58,-38,-94,2110
-25,99,-74,-2549
92,71,84,6616
-69,-31,33,2172
-80,-32,-34,2526
15,-1,-24,-39
-24,-43,-22,1010
-14,37,-73,-591
69,-44,-41,-3077
26,9,71,305
-35,71,-40,-2525
-37,5,4,-181
27,63,-17,1684
-38,-45,65,1775
46,87,-5,3997
70,21,-95,1375
-4,-11,3,47
-49,74,-1,-3627
-85,79,-24,-6739
-34,-49,-24,1642
-97,74,-15,-7193
22,-90,16,-1964
-96,-12,-20,1132
-36,-35,15,1275
-37,41,51,-1466
40,52,18,2098
37,-22,-65,-879
5,-46,94,-136
-92,-92,4,8468
-89,-39,-26,3445
47,6,78,360
-77,-55,-34,4201
-82,-41,13,3375
100,-37,-95,-3795
-79,56,-48,-4472
97,-22,45,-2089
48,-44,-32,-2144
-98,80,-37,-7877
-39,10,-37,-427
26,38,8,996
-34,-86,57,2981
-11,-20,-65,155
-4,42,-62,-230
-81,85,-81,-6966
68,-32,-85,-2261
-6,99,20,-574
1,-38,43,5
47,39,80,1913
-89,44,-82,-3998
0,-54,-54,-54
40,-54,-46,-2206
-86,-61,-56,5190
67,-31,-93,-2170
1,-100,1,-99
-99,32,96,-3072
-39,-19,-53,688
49,68,-67,3265
-22,-41,22,924
-21,-30,5,635
-35,10,-71,-421
-60,-14,46,886
-3,-99,28,325
40,-16,21,-619
-37,66,38,-2404
68,68,98,4722
-62,-69,-96,4182
-78,-99,-9,7713
-25,-99,-22,2453
-69,6,48,-366
98,58,-7,5677
-80,-53,97,4337
-72,-17,-10,1214
15,-61,20,-895
41,37,20,1537
14,-78,-36,-1128
13,82,-32,1034
-49,-53,92,2689
57,55,-90,3045
7,-51,-25,-382
-22,-75,-27,1623
84,45,95,3875
95,88,-75,8285
-52,32,-87,-1751
39,19,55,796
-37,5,-55,-240
33,-93,-83,-3152
-28,43,-58,-1262
-57,83,-13,-4744
52,-69,96,-3492
47,-90,-47,-4277
-52,-29,-16,1492
-80,-29,33,2353
-35,-20,0,700
-85,45,12,-3813
36,35,-58,1202
78,-70,34,-5426
-29,-16,27,491
-37,96,-17,-3569
3,32,-21,75
-9,-60,13,553
-78,-21,52,1690
-62,-2,49,173
96,-13,-17,-1265
-80,28,-75,-2315
-90,90,10,-8090
-16,-37,64,656
-11,22,-93,-335
-5,10,-90,-140
50,28,86,1486
-18,-73,93,1407
99,-60,74,-5866
-56,41,-46,-2342
-69,-36,71,2555
3,62,-88,98
78,58,7,4531
-37,88,-29,-3285
89,-38,49,-3333
28,-69,64,-1868
-36,-96,-95,3361
0,-56,-76,-76
-79,-74,99,5945
36,65,62,2402
68,-65,70,-4350
-95,77,67,-7248
12,-30,72,-288
62,92,-53,5651
24,11,65,329
84,83,84,7056
-38,-19,78,800
-52,-83,-68,4248
-24,30,54,-666
1,-41,-99,-140
79,-91,-40,-7229
-58,0,16,16
15,-37,-91,-646
-1,-38,46,84
84,62,90,5298
-74,84,-15,-6231
-49,-78,-58,3764
93,13,-75,1134
67,-72,94,-4730
42,16,52,724
-66,20,-20,-1340
-36,50,-50,-1850
-2,47,60,-34
-78,-44,16,3448
3,31,-10,83
-14,93,-39,-1341
-11,92,-74,-1086
-79,90,-98,-7208
37,-20,64,-676
-42,38,55,-1541
-90,44,54,-3906
-22,-54,-92,1096
-55,-83,24,4589
69,73,84,5121
-32,67,-74,-2218
-86,7,-25,-627
-70,50,-14,-3514
84,-98,-93,-8325
-47,20,62,-878
18,55,-54,936
-89,84,60,-7416
66,-51,-74,-3440
-47,84,-54,-4002
-27,44,26,-1162
92,40,80,3760
-66,-100,-41,6559
-54,8,21,-411
95,-54,36,-5094
-65,61,34,-3931
-51,91,-12,-4653
71,28,-73,1915
-23,-73,-66,1613
26,-71,16,-1830
64,-45,14,-2866
78,-12,-66,-1002
-66,53,-9,-3507
78,-91,-31,-7129
-85,65,17,-5508
-78,-51,50,4028
-62,-18,44,1160
-2,4,-64,-72
-22,-47,-60,974
31,-67,19,-2058
-56,56,27,-3109
-79,-61,24,4843
32,6,-47,145
25,-36,75,-825
-22,47,-75,-1109
-98,63,24,-6150
-91,92,-99,-8471
-92,-43,-1,3955
-14,-98,30,1402
78,-69,23,-5359
-54,32,-72,-1800
-44,-38,-34,1638
22,59,85,1383
-46,-37,-67,1635
59,-15,67,-818
-47,-24,-89,1039
25,-18,-93,-543
80,40,23,3223
-22,-34,5,753
-16,11,47,-129
73,42,60,3126
-19,-98,2,1864
-18,-49,86,968
57,-53,-19,-3040
-54,-1,93,147
32,-100,23,-3177
46,-25,70,-1080
88,-64,7,-5625
27,69,-58,1805
17,57,0,969
-75,-66,22,4972
72,-81,33,-5799
4,-23,-84,-176
69,-66,60,-4494
-93,-24,54,2286
-50,28,20,-1380
-9,86,60,-714
-17,-43,41,772
-49,18,4,-878
-22,-5,-15,95
76,-32,45,-2387
14,-73,22,-1000
70,84,-92,5788
-49,-29,-96,1325
-92,7,51,-593
-53,-16,-64,784
-72,56,-27,-4059
61,43,-97,2526
86,-74,39,-6325
39,19,-53,688
36,-97,-97,-3589
-10,77,-85,-855
-50,-32,51,1651
16,87,-71,1321
95,14,-84,1246
0,60,88,88
46,-18,52,-776
-15,-48,63,783
8,29,-31,201
95,77,12,7327
-81,-53,63,4356
9,49,-69,372
-32,75,24,-2376
48,51,86,2534
4,-1,34,30
-39,-98,70,3892
-75,4,-63,-363
-14,14,68,-128
99,45,55,4510
-12,-27,-48,276
-42,30,-54,-1314
-50,-33,-76,1574
90,-82,-52,-7432
91,-26,8,-2358
97,26,89,2611
76,-25,-74,-1974
90,-71,43,-6347
19,7,-14,119
-94,-9,78,924
8,5,-45,-5
13,-45,-1,-586
28,-47,5,-1311
-3,75,-33,-258
43,6,-81,177
-51,78,36,-3942
96,-54,-67,-5251
-84,-26,-42,2142
19,50,-67,883
43,-36,-49,-1597
-88,100,-5,-8805
63,92,94,5890
-52,72,94,-3650
16,48,37,805
62,13,-96,710
-66,-46,-49,2987
-81,88,-100,-7228
75,94,1,7051
-66,66,-85,-4441
66,73,12,4830
-90,-75,48,6798
-70,-1,-65,5
28,-6,-63,-231
-24,63,-84,-1596
6,39,59,293
-69,-55,24,3819
58,-36,-97,-2185
91,90,28,8218
2,92,27,211
100,-56,28,-5572
-41,-58,-16,2362
-40,-32,71,1351
-80,-76,-90,5990
33,58,-5,1909
-50,4,-93,-293
-20,98,-53,-2013
8,-76,22,-586
44,-58,-33,-2585
32,-20,-44,-684
-91,-74,-69,6665
53,19,13,1020
31,-26,24,-782
15,-23,-4,-349
-34,-86,74,2998
-63,-37,-19,2312
-94,4,-47,-423
-84,97,13,-8135
85,64,81,5521
-53,-67,-2,3549
-12,52,-70,-694
-89,-65,3,5788
78,5,-55,335
-68,95,41,-6419
69,-51,-82,-3601
-76,-17,-18,1274
-17,35,98,-497
-88,-95,-81,8279
68,88,85,6069
-39,-54,-94,2012
100,-12,-32,-1232
-88,-66,-12,5796
90,-9,35,-775
8,3,30,54
69,21,43,1492
-67,10,-92,-762
-59,-31,-4,1825
47,81,-17,3790
60,-3,-38,-218
45,-14,86,-544
-1,-84,11,95
-49,51,90,-2409
-11,81,-63,-954
18,-75,72,-1278
-67,73,63,-4828
77,28,83,2239
-90,3,4,-266
82,-74,26,-6042
36,63,35,2303
-52,89,-86,-4714
-28,-21,93,681
75,99,-73,7352
-8,-77,78,694
47,-62,70,-2844
-93,17,28,-1553
-12,29,-9,-357
80,-44,35,-3485
6,38,73,301
-71,90,-46,-6436
37,63,-63,2268
-37,48,98,-1678
98,12,74,1250
78,75,-23,5827
37,31,-96,1051
-33,-54,72,1854
80,18,-68,1372
-77,-86,-97,6525
-8,28,-84,-308
22,96,-86,2026
-36,81,4,-2912
-19,-61,30,1189
72,-6,-13,-445
15,-4,77,17
70,55,-33,3817
48,-13,-22,-646
29,-32,-40,-968
-66,-65,-18,4272
67,48,-35,3181
85,-17,76,-1369
65,-49,70,-3115
-87,22,-5,-1919
-2,50,6,-94
-45,32,-93,-1533
67,96,19,6451
17,51,-79,788
-50,14,-68,-768
34,-14,28,-448
6,-82,-18,-510
55,58,82,3272
42,-2,5,-79
21,-49,-7,-1036
61,-58,-99,-3637
7,11,-12,65
21,73,64,1597
81,55,-14,4441
13,-19,-80,-327
1,-92,-85,-177
-26,40,42,-998
-71,37,-24,-2651
-4,-75,-85,215
20,11,-29,191
66,-5,10,-320
-44,36,-56,-1640
-68,64,4,-4348
-18,74,-41,-1373
-12,36,-3,-435
-60,-11,-52,608
-9,-13,99,216
33,60,-73,1907
40,-18,0,-720
-10,19,-98,-288
-61,35,84,-2051
-41,-51,91,2182
62,-85,71,-5199
-73,-44,-76,3136
95,1,-47,48
-77,-89,37,6890
66,-88,38,-5770
8,-73,16,-568
9,-44,-32,-428
-46,-59,-66,2648
-19,-1,-11,8
-52,-21,-67,1025
75,-11,61,-764
-14,62,-42,-910
100,-20,78,-1922
35,4,-59,81
40,-72,-20,-2900
-59,72,-38,-4286
47,20,-6,934
39,-61,-97,-2476
-76,-59,-1,4483
-18,-28,96,600
56,40,17,2257
-6,92,32,-520
-2,-76,78,230
93,97,83,9104
5,77,24,409
-45,52,-27,-2367
97,-49,-73,-4826
-52,25,95,-1205
-93,-52,-72,4764
82,45,-84,3606
-42,17,21,-693
-22,-38,-100,736
73,-22,-36,-1642
-91,-71,24,6485
33,96,-94,3074
-60,-3,100,280
96,-36,18,-3438
11,-53,-95,-678
35,36,-57,1203
53,12,70,706
-72,65,-21,-4701
46,49,55,2309
-19,-74,-12,1394
6,17,85,187
-54,-58,-91,3041
-18,61,-67,-1165
49,65,-13,3172
93,-69,67,-6350
-82,-100,39,8239
49,13,56,693
-88,69,-99,-6171
1,32,24,56
62,55,22,3432
-66,81,-90,-5436
-24,88,20,-2092
-35,53,-96,-1951
0,15,-20,-20
8,43,-59,285
-80,-82,-94,6466
44,51,95,2339
-73,36,-14,-2642
-96,30,22,-2858
40,50,50,2050
-2,69,-14,-152
13,-77,-53,-1054
-52,-71,-74,3618
-61,31,21,-1870
68,67,68,4624
8,-37,-38,-334
-17,-44,99,847
-48,38,-27,-1851
-7,71,-25,-522
-21,-42,72,954
-29,42,-80,-1298
92,-96,5,-8827
-74,-42,99,3207
-44,-45,90,2070
45,-15,-28,-703
26,-66,-85,-1801
-15,31,33,-432
72,27,-3,1941
-61,-96,80,5936
-7,-36,-46,206
6,-53,44,-274
-46,-89,-51,4043
-20,-94,42,1922
-52,27,-14,-1418
16,24,-97,287
-44,-89,91,4007
-80,-29,-2,2318
-1,-6,-2,4
86,48,20,4148
-2,72,67,-77
15,-82,-79,-1309
-28,14,-1,-393
-90,-1,72,162
47,-73,43,-3388
-69,72,87,-4881
42,-33,-98,-1484
-37,44,-73,-1701
18,-16,57,-231
-43,-47,-22,1999
-29,74,-53,-2199
72,-62,76,-4388
43,26,-98,1020
-93,63,99,-5760
35,-80,94,-2706
36,-85,-97,-3157
-81,-68,33,5541
-25,-27,-99,576
55,3,12,177
15,-79,-65,-1250
-96,8,-77,-845
65,36,-37,2303
65,94,43,6153
-5,73,-44,-409
79,-29,5,-2286
56,-42,-97,-2449
58,36,-76,2012
83,46,27,3845
7,58,-66,340
12,9,22,130
-57,4,80,-148
42,-95,-66,-4056
-34,54,57,-1779
38,-8,-94,-398
-73,85,-42,-6247
1,-87,-80,-167
82,-86,59,-6993
6,17,65,167
100,70,29,7029
92,22,21,2045
-52,55,8,-2852
82,-98,59,-7977
-73,43,-51,-3190
42,60,-38,2482
79,64,23,5079
57,53,26,3047
8,-36,-18,-306
1,94,50,144
100,-34,-39,-3439
-20,72,18,-1422
85,45,86,3911
14,27,-58,320
-89,-85,-73,7492
-18,69,-25,-1267
91,-36,-60,-3336
57,-52,30,-2934
75,9,99,774
99,60,-41,5899
-29,-76,84,2288
-59,-29,-31,1680
71,66,-63,4623
11,54,-81,513
-49,22,-30,-1108
71,44,-27,3097
4,53,49,261
42,-38,-59,-1655
-4,9,74,38
-29,77,-13,-2246
29,-49,30,-1391
60,85,-43,5057
77,63,52,4903
-20,-16,-13,307
-54,89,62,-4744
2,-43,-53,-139
-23,-2,-44,2
41,48,-94,1874
-70,31,-18,-2188
46,17,-12,770
95,92,4,8744
-2,-65,-3,127
-61,-15,-46,869
-90,-22,36,2016
-9,76,-51,-735
99,47,43,4696
3,44,6,138
-58,-67,36,3922
83,35,25,2930
-45,-9,50,455
68,74,-94,4938
-49,54,-23,-2669
87,-39,35,-3358
-68,61,-63,-4211
-85,-42,73,3643
-82,-89,-99,7199
-5,-91,64,519
20,-14,3,-277
-2,12,89,65
11,99,89,1178
-53,-39,-32,2035
46,92,-79,4153
90,73,70,6640
51,54,14,2768
3,15,20,65
85,-47,-59,-4054
24,27,78,726
35,63,-75,2130
-58,66,-49,-3877
-26,-96,-89,2407
-52,-80,-93,4067
54,-65,42,-3468
-43,79,-9,-3406
16,-25,-67,-467
